0,1     ,2     ,3 ,4 ,5 ,6 ,7     ,8 ,9 ,10,11,12,13    ,14
2,22.67 ,1.585 ,27,26,15,17,3.085 ,23,23,6 ,6 ,7 ,80.0  ,0
2,54.42 ,0.5   ,27,26,10,18,3.96  ,23,6 ,0 ,6 ,7 ,180.0 ,314
2,27.25 ,1.665 ,24,7 ,33,18,5.085 ,23,23,9 ,6 ,7 ,399.0 ,827
2,21.33 ,7.5   ,24,7 ,11,17,1.415 ,23,23,1 ,6 ,7 ,80.0  ,9800
2,27.0  ,1.5   ,27,26,15,17,0.375 ,23,6 ,0 ,23,7 ,260.0 ,1065
1,18.42 ,9.25  ,24,7 ,14,17,1.21  ,23,23,4 ,6 ,7 ,60.0  ,540
2,22.08 ,0.83  ,24,7 ,3 ,18,2.165 ,6 ,6 ,0 ,23,7 ,128.0 ,0
2,34.0  ,5.085 ,27,26,8 ,22,1.085 ,6 ,6 ,0 ,23,7 ,480.0 ,0
2,33.67 ,2.165 ,24,7 ,3 ,17,1.5   ,6 ,6 ,0 ,6 ,26,120.0 ,0
1,20.75 ,10.335,24,7 ,33,18,0.335 ,23,23,1 ,23,7 ,80.0  ,50
1,22.42 ,5.665 ,24,7 ,14,17,2.585 ,23,23,7 ,6 ,7 ,129.0 ,3257
2,54.33 ,6.75  ,24,7 ,3 ,18,2.625 ,23,23,11,23,7 ,0.0   ,284
2,34.08 ,6.5   ,24,7 ,11,17,0.125 ,23,6 ,0 ,23,7 ,443.0 ,0
2,24.83 ,2.75  ,24,7 ,3 ,17,2.25  ,23,23,6 ,6 ,7 ,24.5  ,600
2,22.92 ,0.17  ,24,7 ,12,17,0.085 ,6 ,6 ,0 ,6 ,25,0.0   ,0
2,20.17 ,9.25  ,24,7 ,3 ,17,1.665 ,23,23,3 ,23,7 ,40.0  ,28
2,21.67 ,1.165 ,27,26,10,17,2.5   ,23,23,1 ,6 ,7 ,180.0 ,20
2,17.42 ,6.5   ,24,7 ,8 ,17,0.125 ,6 ,6 ,0 ,6 ,7 ,60.0  ,100
1,28.5  ,1.0   ,24,7 ,14,17,1.0   ,23,23,2 ,23,7 ,167.0 ,500
2,30.67 ,2.5   ,24,7 ,33,18,2.25  ,6 ,6 ,0 ,23,25,340.0 ,0
1,45.0  ,4.585 ,24,7 ,10,18,1.0   ,6 ,6 ,0 ,23,25,240.0 ,0
2,43.17 ,5.0   ,24,7 ,8 ,22,2.25  ,6 ,6 ,0 ,23,7 ,141.0 ,0
1,26.08 ,8.665 ,24,7 ,11,17,1.415 ,23,6 ,0 ,6 ,7 ,160.0 ,150
2,22.0  ,7.835 ,27,26,8 ,22,0.165 ,6 ,6 ,0 ,23,7 ,40.0  ,0
1,34.83 ,1.25  ,27,26,8 ,18,0.5   ,6 ,6 ,0 ,23,7 ,160.0 ,0
2,38.25 ,10.125,27,26,10,17,0.125 ,6 ,6 ,0 ,6 ,7 ,160.0 ,0
1,32.0  ,6.0   ,24,7 ,4 ,17,1.25  ,6 ,6 ,0 ,6 ,7 ,272.0 ,0
2,41.17 ,4.04  ,24,7 ,33,18,7.0   ,23,23,8 ,6 ,7 ,320.0 ,0
1,21.25 ,2.335 ,24,7 ,8 ,22,0.5   ,23,23,4 ,6 ,25,80.0  ,0
2,33.5  ,1.75  ,24,7 ,16,18,4.5   ,23,23,4 ,23,7 ,253.0 ,857
1,46.0  ,4.0   ,24,7 ,9 ,9 ,0.0   ,23,6 ,0 ,6 ,7 ,100.0 ,960
2,23.33 ,1.5   ,24,7 ,3 ,18,1.415 ,23,6 ,0 ,6 ,7 ,422.0 ,200
2,36.75 ,0.125 ,27,26,3 ,17,1.5   ,6 ,6 ,0 ,23,7 ,232.0 ,113
2,39.5  ,1.625 ,24,7 ,3 ,17,1.5   ,6 ,6 ,0 ,6 ,7 ,0.0   ,316
1,20.42 ,0.835 ,24,7 ,14,17,1.585 ,23,23,1 ,6 ,7 ,0.0   ,0
2,36.33 ,2.125 ,27,26,15,17,0.085 ,23,23,1 ,6 ,7 ,50.0  ,1187
1,16.0  ,0.165 ,24,7 ,11,17,1.0   ,6 ,23,2 ,23,7 ,320.0 ,1
2,41.58 ,1.75  ,24,7 ,10,17,0.21  ,23,6 ,0 ,6 ,7 ,160.0 ,0
1,56.83 ,4.25  ,27,26,66,66,5.0   ,6 ,6 ,0 ,23,7 ,0.0   ,4
1,16.33 ,0.21  ,24,7 ,11,17,0.125 ,6 ,6 ,0 ,6 ,7 ,200.0 ,1
2,52.33 ,1.375 ,27,26,3 ,18,9.46  ,23,6 ,0 ,23,7 ,200.0 ,100
2,34.08 ,0.08  ,27,26,12,22,0.04  ,23,23,1 ,23,7 ,280.0 ,2000
2,36.67 ,2.0   ,24,7 ,8 ,17,0.25  ,6 ,6 ,0 ,23,7 ,221.0 ,0
2,20.08 ,0.25  ,24,7 ,14,17,0.125 ,6 ,6 ,0 ,6 ,7 ,200.0 ,0
2,50.75 ,0.585 ,24,7 ,66,66,0.0   ,6 ,6 ,0 ,6 ,7 ,145.0 ,0
2,29.25 ,13.0  ,24,7 ,4 ,18,0.5   ,6 ,6 ,0 ,6 ,7 ,228.0 ,0
2,40.83 ,3.5   ,24,7 ,8 ,22,0.5   ,6 ,6 ,0 ,6 ,25,1160.0,0
2,18.17 ,2.46  ,24,7 ,3 ,19,0.96  ,6 ,23,2 ,23,7 ,160.0 ,587
2,19.58 ,0.585 ,24,7 ,66,66,0.0   ,6 ,23,3 ,6 ,7 ,350.0 ,769
2,53.92 ,9.625 ,24,7 ,5 ,17,8.665 ,23,23,5 ,6 ,7 ,0.0   ,0
1,15.75 ,0.375 ,24,7 ,3 ,17,1.0   ,6 ,6 ,0 ,6 ,7 ,120.0 ,18
2,22.75 ,11.5  ,24,7 ,8 ,17,0.415 ,6 ,6 ,0 ,6 ,7 ,0.0   ,0
2,28.58 ,3.625 ,24,7 ,11,17,0.25  ,6 ,6 ,0 ,23,7 ,100.0 ,0
1,36.75 ,5.125 ,24,7 ,5 ,17,5.0   ,23,6 ,0 ,23,7 ,0.0   ,4000
2,42.08 ,1.04  ,24,7 ,15,17,5.0   ,23,23,6 ,23,7 ,500.0 ,10000
2,25.75 ,0.75  ,24,7 ,3 ,22,0.25  ,23,6 ,0 ,6 ,7 ,349.0 ,23
2,34.17 ,1.54  ,24,7 ,33,17,1.54  ,23,23,1 ,23,7 ,520.0 ,50000
2,26.5  ,2.71  ,27,26,8 ,17,0.085 ,6 ,6 ,0 ,6 ,25,80.0  ,0
1,22.92 ,11.585,24,7 ,33,17,0.04  ,23,6 ,0 ,6 ,7 ,80.0  ,1349
1,18.83 ,9.5   ,24,7 ,15,17,1.625 ,23,23,6 ,23,7 ,40.0  ,600
2,38.92 ,1.75  ,24,7 ,10,17,0.5   ,6 ,6 ,0 ,23,7 ,300.0 ,2
2,35.0  ,2.5   ,24,7 ,8 ,17,1.0   ,6 ,6 ,0 ,23,7 ,210.0 ,0
1,24.5  ,0.5   ,24,7 ,14,18,1.5   ,23,6 ,0 ,6 ,7 ,280.0 ,824
2,25.33 ,0.58  ,24,7 ,3 ,17,0.29  ,23,23,7 ,23,7 ,96.0  ,5124
2,51.83 ,3.0   ,27,26,66,66,1.5   ,6 ,6 ,0 ,6 ,7 ,180.0 ,4
1,21.75 ,11.75 ,24,7 ,3 ,17,0.25  ,6 ,6 ,0 ,23,7 ,180.0 ,0
2,41.92 ,0.42  ,24,7 ,3 ,18,0.21  ,23,23,6 ,6 ,7 ,220.0 ,948
2,52.42 ,1.5   ,24,7 ,4 ,17,3.75  ,6 ,6 ,0 ,23,7 ,0.0   ,350
2,34.17 ,2.75  ,24,7 ,8 ,22,2.5   ,6 ,6 ,0 ,23,7 ,232.0 ,200
2,30.75 ,1.585 ,24,7 ,4 ,17,0.585 ,6 ,6 ,0 ,23,25,0.0   ,0
2,47.17 ,5.835 ,24,7 ,15,17,5.5   ,6 ,6 ,0 ,6 ,7 ,465.0 ,150
1,21.75 ,1.75  ,27,26,9 ,9 ,0.0   ,6 ,6 ,0 ,6 ,7 ,160.0 ,0
2,36.25 ,5.0   ,24,7 ,3 ,22,2.5   ,23,23,6 ,6 ,7 ,0.0   ,367
2,29.42 ,1.25  ,24,7 ,15,17,1.75  ,6 ,6 ,0 ,6 ,7 ,200.0 ,0
2,24.58 ,13.5  ,27,26,66,66,0.0   ,6 ,6 ,0 ,6 ,7 ,270.0 ,0
2,35.17 ,25.125,24,7 ,16,18,1.625 ,23,23,1 ,23,7 ,515.0 ,500
1,28.5  ,3.04  ,27,26,16,18,2.54  ,23,23,1 ,6 ,7 ,70.0  ,0
1,31.75 ,3.0   ,27,26,9 ,9 ,0.0   ,6 ,6 ,0 ,6 ,7 ,160.0 ,20
1,32.17 ,1.46  ,24,7 ,15,17,1.085 ,23,23,16,6 ,7 ,120.0 ,2079
1,28.42 ,3.5   ,24,7 ,15,17,0.835 ,23,6 ,0 ,6 ,25,280.0 ,0
2,29.75 ,0.665 ,24,7 ,15,17,0.25  ,6 ,6 ,0 ,23,7 ,300.0 ,0
1,22.67 ,0.79  ,24,7 ,8 ,17,0.085 ,6 ,6 ,0 ,6 ,7 ,144.0 ,0
1,28.58 ,3.75  ,24,7 ,3 ,17,0.25  ,6 ,23,1 ,23,7 ,40.0  ,154
2,31.42 ,15.5  ,24,7 ,3 ,17,0.5   ,23,6 ,0 ,6 ,7 ,120.0 ,0
2,56.42 ,28.0  ,27,26,3 ,17,28.5  ,23,23,40,6 ,7 ,0.0   ,15
2,25.67 ,3.25  ,24,7 ,3 ,18,2.29  ,6 ,23,1 ,23,7 ,416.0 ,21
2,34.5  ,4.04  ,27,26,8 ,22,8.5   ,23,23,7 ,23,7 ,195.0 ,0
2,22.08 ,11.0  ,24,7 ,33,17,0.665 ,23,6 ,0 ,6 ,7 ,100.0 ,0
1,30.58 ,10.665,24,7 ,14,18,0.085 ,6 ,23,12,23,7 ,129.0 ,3
2,29.83 ,3.5   ,24,7 ,3 ,17,0.165 ,6 ,6 ,0 ,6 ,7 ,216.0 ,0
1,21.5  ,6.0   ,24,7 ,11,17,2.5   ,23,23,3 ,6 ,7 ,80.0  ,918
1,27.42 ,14.5  ,24,7 ,16,18,3.085 ,23,23,1 ,6 ,7 ,120.0 ,11
1,22.5  ,8.5   ,24,7 ,14,17,1.75  ,23,23,10,6 ,7 ,80.0  ,990
2,25.25 ,1.0   ,24,7 ,11,17,0.5   ,6 ,6 ,0 ,6 ,7 ,200.0 ,0
1,33.25 ,3.0   ,27,26,11,17,2.0   ,6 ,6 ,0 ,6 ,7 ,180.0 ,0
1,27.67 ,2.04  ,24,7 ,15,17,0.25  ,6 ,6 ,0 ,23,7 ,180.0 ,50
1,24.75 ,3.0   ,24,7 ,14,18,1.835 ,23,23,19,6 ,7 ,0.0   ,500
1,27.58 ,3.0   ,24,7 ,12,17,2.79  ,6 ,23,1 ,23,7 ,280.0 ,10
1,20.83 ,0.5   ,27,26,5 ,44,1.0   ,6 ,6 ,0 ,6 ,7 ,260.0 ,0
2,39.0  ,5.0   ,24,7 ,33,17,3.5   ,23,23,10,23,7 ,0.0   ,0
2,42.83 ,1.25  ,24,7 ,12,17,13.875,6 ,23,1 ,23,7 ,352.0 ,112
2,16.33 ,2.75  ,24,7 ,11,17,0.665 ,6 ,23,1 ,6 ,7 ,80.0  ,21
2,18.08 ,6.75  ,27,26,12,17,0.04  ,6 ,6 ,0 ,6 ,7 ,140.0 ,0
2,18.33 ,1.21  ,27,26,5 ,44,0.0   ,6 ,6 ,0 ,6 ,7 ,100.0 ,0
2,16.08 ,0.75  ,24,7 ,3 ,17,1.75  ,23,23,5 ,23,7 ,352.0 ,690
2,18.67 ,5.0   ,24,7 ,14,17,0.375 ,23,23,2 ,6 ,7 ,0.0   ,38
1,33.92 ,1.585 ,27,26,66,66,0.0   ,23,6 ,0 ,6 ,7 ,320.0 ,0
2,34.25 ,3.0   ,24,7 ,33,18,7.415 ,23,6 ,0 ,23,7 ,0.0   ,0
2,32.0  ,1.75  ,27,26,5 ,18,0.04  ,23,6 ,0 ,23,7 ,393.0 ,0
2,20.67 ,1.25  ,27,26,3 ,18,1.375 ,23,23,3 ,23,7 ,140.0 ,210
2,27.67 ,13.75 ,24,7 ,15,17,5.75  ,23,6 ,0 ,23,7 ,487.0 ,500
1,22.25 ,1.25  ,27,26,66,66,3.25  ,6 ,6 ,0 ,6 ,7 ,280.0 ,0
2,23.92 ,0.665 ,24,7 ,3 ,17,0.165 ,6 ,6 ,0 ,6 ,7 ,100.0 ,0
2,30.33 ,0.5   ,24,7 ,4 ,18,0.085 ,6 ,6 ,0 ,23,25,252.0 ,0
2,52.5  ,6.5   ,24,7 ,10,17,6.29  ,23,23,15,6 ,7 ,0.0   ,11202
2,22.58 ,10.04 ,24,7 ,16,17,0.04  ,23,23,9 ,6 ,7 ,60.0  ,396
2,22.75 ,0.5   ,24,7 ,3 ,22,0.835 ,23,6 ,0 ,23,25,320.0 ,0
2,69.17 ,9.0   ,24,7 ,66,66,4.0   ,6 ,23,1 ,6 ,7 ,70.0  ,6
2,26.33 ,13.0  ,24,7 ,5 ,44,0.0   ,6 ,6 ,0 ,23,7 ,140.0 ,1110
1,24.75 ,13.665,24,7 ,14,18,1.5   ,6 ,6 ,0 ,6 ,7 ,280.0 ,1
1,47.0  ,13.0  ,24,7 ,8 ,22,5.165 ,23,23,9 ,23,7 ,0.0   ,0
2,48.08 ,3.75  ,24,7 ,8 ,22,1.0   ,6 ,6 ,0 ,6 ,7 ,100.0 ,2
2,27.83 ,4.0   ,27,26,8 ,18,5.75  ,23,23,2 ,23,7 ,75.0  ,0
2,18.58 ,5.71  ,24,7 ,4 ,17,0.54  ,6 ,6 ,0 ,6 ,7 ,120.0 ,0
2,49.17 ,2.29  ,24,7 ,66,66,0.29  ,6 ,6 ,0 ,6 ,7 ,200.0 ,3
1,25.17 ,2.875 ,24,7 ,16,18,0.875 ,23,6 ,0 ,6 ,7 ,360.0 ,0
2,24.58 ,12.5  ,24,7 ,15,17,0.875 ,23,6 ,0 ,23,7 ,260.0 ,0
1,24.33 ,2.5   ,27,26,8 ,22,4.5   ,6 ,6 ,0 ,6 ,7 ,200.0 ,456
2,25.0  ,12.0  ,24,7 ,10,17,2.25  ,23,23,2 ,23,7 ,120.0 ,5
2,23.17 ,0.0   ,24,7 ,33,17,0.085 ,23,6 ,0 ,6 ,7 ,0.0   ,0
2,44.0  ,2.0   ,24,7 ,12,17,1.75  ,23,23,2 ,23,7 ,0.0   ,15
1,57.08 ,19.5  ,24,7 ,3 ,17,5.5   ,23,23,7 ,6 ,7 ,0.0   ,3000
1,71.58 ,0.0   ,24,7 ,14,18,0.0   ,6 ,6 ,0 ,6 ,26,190.5 ,0
1,23.54 ,1.5   ,24,7 ,66,66,0.0   ,6 ,23,2 ,23,7 ,200.0 ,105
2,39.17 ,2.5   ,27,26,8 ,18,10.0  ,6 ,6 ,0 ,23,25,200.0 ,0
2,39.5  ,4.25  ,24,7 ,3 ,22,6.5   ,23,23,16,6 ,7 ,117.0 ,1210
2,41.17 ,1.335 ,24,7 ,4 ,17,0.165 ,6 ,6 ,0 ,6 ,7 ,168.0 ,0
2,23.75 ,0.415 ,27,26,3 ,17,0.04  ,6 ,23,2 ,6 ,7 ,128.0 ,6
1,20.83 ,8.5   ,24,7 ,3 ,17,0.165 ,6 ,6 ,0 ,6 ,7 ,0.0   ,351
2,49.5  ,7.585 ,24,7 ,8 ,22,7.585 ,23,23,15,23,7 ,0.0   ,5000
1,38.58 ,5.0   ,24,7 ,33,17,13.5  ,23,6 ,0 ,23,7 ,980.0 ,0
2,18.5  ,2.0   ,24,7 ,8 ,17,1.5   ,23,23,2 ,6 ,7 ,120.0 ,300
2,26.67 ,14.585,24,7 ,8 ,22,0.0   ,6 ,6 ,0 ,23,7 ,178.0 ,0
2,38.58 ,3.335 ,24,7 ,15,17,4.0   ,23,23,14,6 ,7 ,383.0 ,1344
2,34.92 ,5.0   ,24,7 ,16,18,7.5   ,23,23,6 ,23,7 ,0.0   ,1000
1,49.83 ,13.585,24,7 ,10,18,8.5   ,23,6 ,0 ,23,7 ,0.0   ,0
2,21.92 ,0.54  ,27,26,16,17,0.04  ,23,23,1 ,23,7 ,840.0 ,59
2,29.71 ,4.0   ,24,7 ,16,17,5.0   ,23,23,3 ,23,7 ,290.0 ,2279
2,43.25 ,25.21 ,24,7 ,14,18,0.21  ,23,23,1 ,6 ,7 ,760.0 ,90
2,18.58 ,10.29 ,24,7 ,66,66,0.415 ,6 ,6 ,0 ,6 ,7 ,80.0  ,0
1,38.92 ,1.665 ,24,7 ,11,17,0.25  ,6 ,6 ,0 ,6 ,7 ,0.0   ,390
2,39.25 ,9.5   ,24,7 ,12,17,6.5   ,23,23,14,6 ,7 ,240.0 ,4607
1,29.5  ,2.0   ,27,26,5 ,18,2.0   ,6 ,6 ,0 ,6 ,7 ,256.0 ,17
2,59.5  ,2.75  ,24,7 ,15,17,1.75  ,23,23,5 ,23,7 ,60.0  ,58
2,39.08 ,6.0   ,24,7 ,12,17,1.29  ,23,23,5 ,23,7 ,108.0 ,1097
2,23.75 ,12.0  ,24,7 ,3 ,17,2.085 ,6 ,6 ,0 ,6 ,25,80.0  ,0
2,18.0  ,0.165 ,24,7 ,14,19,0.21  ,6 ,6 ,0 ,6 ,7 ,200.0 ,40
2,36.67 ,4.415 ,27,26,10,17,0.25  ,23,23,10,23,7 ,320.0 ,0
1,24.5  ,12.75 ,24,7 ,3 ,22,4.75  ,23,23,2 ,6 ,7 ,73.0  ,444
1,20.83 ,3.0   ,24,7 ,11,17,0.04  ,23,6 ,0 ,6 ,7 ,100.0 ,0
2,54.83 ,15.5  ,24,7 ,5 ,20,0.0   ,23,23,20,6 ,7 ,152.0 ,130
1,22.5  ,11.0  ,27,26,14,17,3.0   ,23,6 ,0 ,23,7 ,268.0 ,0
2,29.67 ,0.75  ,27,26,3 ,17,0.04  ,6 ,6 ,0 ,6 ,7 ,240.0 ,0
1,56.5  ,16.0  ,24,7 ,9 ,66,0.0   ,23,23,15,6 ,7 ,0.0   ,247
2,34.08 ,2.5   ,24,7 ,3 ,17,1.0   ,6 ,6 ,0 ,6 ,7 ,460.0 ,16
2,23.58 ,0.835 ,24,7 ,8 ,18,0.085 ,6 ,6 ,0 ,23,7 ,220.0 ,5
1,25.25 ,13.5  ,27,26,66,66,2.0   ,6 ,23,1 ,23,7 ,200.0 ,1
2,30.58 ,2.71  ,27,26,12,17,0.125 ,6 ,6 ,0 ,23,25,80.0  ,0
1,23.75 ,0.71  ,24,7 ,15,17,0.25  ,6 ,23,1 ,23,7 ,240.0 ,4
1,19.58 ,0.665 ,27,26,3 ,17,1.0   ,6 ,23,1 ,6 ,7 ,2000.0,2
2,41.42 ,5.0   ,24,7 ,14,18,5.0   ,23,23,6 ,23,7 ,470.0 ,0
1,16.92 ,0.5   ,24,7 ,8 ,17,0.165 ,6 ,23,6 ,23,7 ,240.0 ,35
1,58.67 ,4.46  ,24,7 ,14,18,3.04  ,23,23,6 ,6 ,7 ,43.0  ,560
1,17.085,11.25 ,24,7 ,66,66,0.0   ,6 ,6 ,0 ,6 ,7 ,109.0 ,5200
1,50.08 ,12.54 ,24,7 ,11,17,2.29  ,23,23,3 ,23,7 ,156.0 ,0
2,20.17 ,5.625 ,24,7 ,15,17,1.71  ,23,6 ,0 ,6 ,25,120.0 ,0
2,48.08 ,6.04  ,24,7 ,10,17,0.04  ,6 ,6 ,0 ,6 ,7 ,0.0   ,2690
1,22.67 ,0.335 ,24,7 ,14,17,0.75  ,6 ,6 ,0 ,6 ,25,160.0 ,0
1,30.5  ,6.5   ,24,7 ,3 ,22,4.0   ,23,23,7 ,23,7 ,0.0   ,3065
2,34.25 ,1.75  ,24,7 ,15,22,0.25  ,23,6 ,0 ,23,7 ,163.0 ,0
2,34.0  ,4.5   ,24,7 ,11,17,1.0   ,23,6 ,0 ,23,7 ,240.0 ,0
2,22.5  ,0.125 ,27,26,10,17,0.125 ,6 ,6 ,0 ,6 ,7 ,200.0 ,70
2,35.75 ,2.415 ,24,7 ,15,17,0.125 ,6 ,23,2 ,6 ,7 ,220.0 ,1
2,47.83 ,4.165 ,24,7 ,16,22,0.085 ,6 ,6 ,0 ,23,7 ,520.0 ,0
1,53.33 ,0.165 ,24,7 ,66,66,0.0   ,6 ,6 ,0 ,23,25,62.0  ,27
1,25.75 ,0.5   ,24,7 ,3 ,18,0.875 ,23,6 ,0 ,23,7 ,491.0 ,0
2,67.75 ,5.5   ,24,7 ,5 ,20,13.0  ,23,23,1 ,23,7 ,0.0   ,0
2,29.17 ,3.5   ,24,7 ,15,17,3.5   ,23,23,3 ,23,7 ,329.0 ,0
1,60.92 ,5.0   ,24,7 ,11,17,4.0   ,23,23,4 ,6 ,7 ,0.0   ,99
2,26.67 ,4.25  ,24,7 ,33,17,4.29  ,23,23,1 ,23,7 ,120.0 ,0
1,24.58 ,0.67  ,24,7 ,11,18,1.75  ,23,6 ,0 ,6 ,7 ,400.0 ,0
2,23.0  ,0.625 ,27,26,11,17,0.125 ,23,6 ,0 ,6 ,7 ,180.0 ,1
1,22.83 ,2.29  ,24,7 ,14,18,2.29  ,23,23,7 ,23,7 ,140.0 ,2384
2,18.17 ,10.25 ,24,7 ,3 ,18,1.085 ,6 ,6 ,0 ,6 ,7 ,320.0 ,13
2,17.5  ,22.0  ,68,77,66,21,0.0   ,6 ,6 ,0 ,23,26,450.0 ,100000
2,43.08 ,0.375 ,27,26,3 ,17,0.375 ,23,23,8 ,23,7 ,300.0 ,162
2,23.58 ,0.46  ,27,26,15,17,2.625 ,23,23,6 ,23,7 ,208.0 ,347
2,20.42 ,7.0   ,24,7 ,3 ,17,1.625 ,23,23,3 ,6 ,7 ,200.0 ,1391
1,24.5  ,1.75  ,27,26,3 ,17,0.165 ,6 ,6 ,0 ,6 ,7 ,132.0 ,0
1,19.17 ,5.415 ,24,7 ,8 ,18,0.29  ,6 ,6 ,0 ,6 ,7 ,80.0  ,484
2,31.83 ,2.5   ,24,7 ,11,17,7.5   ,23,6 ,0 ,23,7 ,523.0 ,0
2,26.75 ,4.5   ,27,26,3 ,22,2.5   ,6 ,6 ,0 ,6 ,7 ,200.0 ,1210
2,42.0  ,0.205 ,24,7 ,8 ,18,5.125 ,23,6 ,0 ,6 ,7 ,400.0 ,0
1,52.17 ,0.0   ,27,26,66,66,0.0   ,6 ,6 ,0 ,6 ,7 ,0.0   ,0
2,34.75 ,2.5   ,24,7 ,33,22,0.5   ,6 ,6 ,0 ,6 ,7 ,348.0 ,0
2,18.25 ,0.165 ,24,7 ,4 ,17,0.25  ,6 ,6 ,0 ,23,25,280.0 ,0
2,40.0  ,6.5   ,24,7 ,11,22,3.5   ,23,23,1 ,6 ,7 ,0.0   ,500
1,22.92 ,1.25  ,24,7 ,14,17,0.25  ,6 ,6 ,0 ,23,7 ,120.0 ,809
2,24.08 ,9.0   ,24,7 ,11,17,0.25  ,6 ,6 ,0 ,23,7 ,0.0   ,0
1,30.42 ,1.375 ,24,7 ,15,18,0.04  ,6 ,23,3 ,6 ,7 ,0.0   ,33
2,20.5  ,2.415 ,24,7 ,3 ,17,2.0   ,23,23,11,23,7 ,200.0 ,3000
1,27.33 ,1.665 ,24,7 ,66,66,0.0   ,6 ,6 ,0 ,6 ,7 ,340.0 ,1
2,39.17 ,1.71  ,24,7 ,16,17,0.125 ,23,23,5 ,23,7 ,480.0 ,0
2,22.25 ,0.46  ,24,7 ,10,17,0.125 ,6 ,6 ,0 ,23,7 ,280.0 ,55
2,32.67 ,9.0   ,27,26,15,18,5.25  ,23,6 ,0 ,23,7 ,154.0 ,0
2,31.25 ,1.125 ,24,7 ,66,66,0.0   ,6 ,23,1 ,6 ,7 ,96.0  ,19
2,22.17 ,12.125,24,7 ,3 ,17,3.335 ,6 ,23,2 ,23,7 ,180.0 ,173
2,31.0  ,2.085 ,24,7 ,3 ,17,0.085 ,6 ,6 ,0 ,6 ,7 ,300.0 ,0
2,40.25 ,21.5  ,24,7 ,5 ,20,20.0  ,23,23,11,6 ,7 ,0.0   ,1200
1,30.67 ,12.0  ,24,7 ,3 ,17,2.0   ,23,23,1 ,6 ,7 ,220.0 ,19
2,22.17 ,0.585 ,27,26,66,66,0.0   ,6 ,6 ,0 ,6 ,7 ,100.0 ,0
1,28.67 ,1.04  ,24,7 ,3 ,17,2.5   ,23,23,5 ,23,7 ,300.0 ,1430
1,25.0  ,11.0  ,27,26,11,17,4.5   ,23,6 ,0 ,6 ,7 ,120.0 ,0
2,23.25 ,1.0   ,24,7 ,3 ,17,0.835 ,23,6 ,0 ,6 ,25,300.0 ,0
2,34.42 ,1.335 ,24,7 ,8 ,22,0.125 ,6 ,6 ,0 ,23,7 ,440.0 ,4500
2,47.67 ,2.5   ,24,7 ,12,22,2.5   ,23,23,12,23,7 ,410.0 ,2510
2,41.875,5.0   ,27,26,11,17,8.5   ,23,6 ,0 ,6 ,7 ,0.0   ,0
2,21.0  ,4.79  ,27,26,15,17,2.25  ,23,23,1 ,23,7 ,80.0  ,300
2,23.08 ,0.0   ,24,7 ,10,17,1.0   ,6 ,23,11,6 ,25,0.0   ,0
1,52.83 ,15.0  ,24,7 ,3 ,17,5.5   ,23,23,14,6 ,7 ,0.0   ,2200
2,27.25 ,0.625 ,24,7 ,11,17,0.455 ,23,6 ,0 ,23,7 ,200.0 ,0
