0,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
30944,33,Private,229051,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,52,US,0
17556,25,Private,137645,13,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
2260,25,Private,73289,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
21901,18,Private,173585,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,18,US,0
1414,52,Non-Private,173839,6,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
36984,37,Non-Private,154410,9,Married,Other,Husband,White,Male,0,0,60,US,1
21676,48,Private,125892,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
38414,38,Private,208109,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
10895,22,Non-Private,121471,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
28567,33,Private,184784,6,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
45707,36,Private,290861,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
7734,21,Private,70261,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
17954,58,Private,153551,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
15578,36,Private,29814,7,Married,Other,Husband,White,Male,0,0,40,US,0
36811,33,Non-Private,427812,13,Married,Managerial-Specialist,Husband,White,Male,0,0,15,Non-US,0
20558,24,Private,327518,11,Married,Other,Husband,White,Male,0,0,45,US,0
42529,17,Private,79464,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,12,US,0
17031,24,Private,449432,8,Married,Other,Husband,White,Male,0,0,40,US,0
17091,22,Private,308205,3,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
30970,34,Non-Private,31391,9,Married,Other,Husband,White,Male,0,0,53,US,1
45477,49,Private,117310,12,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
14727,61,Private,223133,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
4395,28,Private,185061,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
23292,19,Private,219189,8,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
4495,50,Non-Private,103063,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
37230,35,Private,191103,9,Married,Other,Husband,White,Male,0,0,40,US,0
14523,44,Private,125461,13,Married,Other,Husband,White,Male,0,0,40,US,1
28628,36,Non-Private,342719,16,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
8427,19,Private,70982,11,Non-Married,Other,Non-Husband,Non-White,Male,0,0,16,US,0
6506,25,Private,315643,9,Married,Other,Husband,White,Male,0,0,30,US,0
1047,23,Private,217961,10,Married,Other,Husband,White,Male,0,0,40,US,0
32164,35,Private,207066,13,Non-Married,Other,Non-Husband,White,Male,10520,0,45,US,1
35043,26,Private,247196,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
10362,45,Private,295046,9,Married,Other,Husband,White,Male,0,0,60,US,1
8198,39,Non-Private,200968,10,Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,1
22246,28,Private,233796,10,Married,Managerial-Specialist,Non-Husband,White,Female,7298,0,32,US,1
42781,18,Private,137532,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
48557,49,Private,174426,10,Married,Other,Husband,White,Male,0,1977,50,US,1
25268,22,Private,188274,12,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
48103,37,Private,24721,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
755,27,Private,31757,11,Non-Married,Other,Non-Husband,White,Male,0,0,38,US,0
44841,35,Private,173586,9,Married,Other,Husband,White,Male,0,0,45,US,1
10223,27,Non-Private,243569,9,Married,Other,Husband,White,Male,0,0,40,US,0
3064,41,Private,79797,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,Non-US,1
23494,28,Private,149652,6,Non-Married,Other,Non-Husband,Non-White,Female,0,0,30,US,0
14411,20,Private,88126,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,9,Non-US,0
36664,43,Non-Private,160369,10,Non-Married,Other,Non-Husband,White,Male,0,0,65,US,0
22442,23,Private,209955,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
43294,18,Private,294263,9,Non-Married,Other,Non-Husband,White,Female,0,0,9,US,0
17449,23,Private,161708,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
8992,24,Private,154571,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,20,US,0
8909,42,Private,162003,16,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,36,US,1
29455,67,Private,53588,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
18370,30,Private,35644,7,Married,Other,Husband,White,Male,0,0,50,US,0
28315,39,Private,365739,9,Married,Other,Husband,White,Male,0,0,40,US,1
42510,64,Non-Private,253759,10,Married,Other,Husband,White,Male,0,1977,50,US,1
14591,43,Private,197397,10,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,6,Non-US,0
23754,33,Non-Private,152351,10,Married,Other,Husband,White,Male,3908,0,40,US,0
34524,24,Private,50648,10,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
25105,38,Private,320451,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
21798,50,Private,71898,3,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,Non-US,0
40963,37,Non-Private,289430,6,Married,Other,Husband,White,Male,0,0,40,Non-US,0
11435,56,Non-Private,155238,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
1449,44,Non-Private,229466,10,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
18291,34,Private,399386,11,Married,Other,Husband,White,Male,0,0,53,US,0
14905,55,Private,286230,7,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
8724,52,Non-Private,177727,6,Married,Other,Husband,White,Male,4064,0,45,US,0
47425,49,Private,123713,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
32328,31,Private,254304,6,Non-Married,Other,Non-Husband,White,Male,0,0,38,US,0
9613,55,Private,282023,13,Married,Other,Husband,White,Male,15024,0,50,US,1
34997,20,Private,143964,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
11578,41,Private,27187,11,Married,Managerial-Specialist,Husband,White,Male,0,2415,12,US,1
453,42,Private,197583,12,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
10982,20,Private,275385,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
1491,26,Private,101150,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,41,US,0
35123,40,Non-Private,151960,10,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
25644,27,Private,118230,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
10870,35,Private,30916,9,Married,Other,Husband,White,Male,0,0,50,US,1
22743,49,Private,60751,9,Married,Other,Husband,White,Male,0,0,40,US,0
34016,32,Private,250583,10,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
4594,23,Private,182117,12,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
1610,58,Non-Private,211547,8,Non-Married,Other,Non-Husband,White,Female,0,0,52,US,0
10137,51,Private,37237,9,Married,Other,Husband,White,Male,0,0,80,US,1
16096,17,Private,150106,6,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
30234,58,Non-Private,72998,7,Non-Married,Other,Non-Husband,Non-White,Female,14084,0,40,US,1
8881,36,Non-Private,257250,4,Non-Married,Other,Non-Husband,White,Male,0,0,75,US,0
5218,24,Private,229773,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
8506,27,Private,302406,10,Married,Other,Husband,White,Male,0,0,40,US,1
4244,42,Non-Private,183765,12,Married,Other,Husband,White,Male,0,0,40,US,0
20108,43,Private,223277,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
35065,38,Private,91716,7,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
42225,37,Private,109472,5,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
34590,27,Private,581128,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
32438,66,Non-Private,102686,14,Married,Managerial-Specialist,Husband,White,Male,0,0,20,US,1
9384,23,Non-Private,350680,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
5825,49,Non-Private,59612,6,Non-Married,Other,Non-Husband,White,Male,0,0,70,US,0
16068,28,Private,149769,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,Non-US,0
26169,20,Private,247115,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,US,0
22347,29,Private,173611,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
14761,39,Private,286026,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
7586,18,Private,115630,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,20,US,0
28193,21,Private,377931,10,Married,Managerial-Specialist,Husband,White,Male,0,2377,48,US,0
43102,35,Private,212195,9,Married,Other,Non-Husband,White,Female,0,0,35,US,1
27140,69,Private,106566,16,Married,Other,Husband,White,Male,0,0,50,US,1
14689,72,Private,298070,11,Non-Married,Other,Non-Husband,White,Female,6723,0,25,US,0
42050,36,Private,185366,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
18829,27,Private,187746,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
4183,23,Private,182342,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
47193,39,Private,99146,9,Married,Other,Husband,White,Male,0,0,40,US,0
32631,55,Private,323887,10,Married,Managerial-Specialist,Husband,White,Male,15024,0,45,US,1
15500,35,Non-Private,39207,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
32903,31,Private,179415,3,Married,Other,Husband,White,Male,0,0,40,Non-US,0
22175,35,Non-Private,187046,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
38539,42,Private,225193,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
1934,25,Private,169990,9,Married,Other,Husband,White,Male,0,0,40,US,0
42862,49,Non-Private,285858,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
16611,53,Private,194791,9,Married,Other,Husband,White,Male,0,0,45,US,0
16044,58,Private,316235,9,Non-Married,Other,Non-Husband,White,Female,0,0,32,US,0
22484,37,Private,294919,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
28804,20,Non-Private,410446,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
14705,54,Private,284952,6,Non-Married,Other,Non-Husband,White,Female,0,0,43,Non-US,0
31360,41,Private,252127,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,20,US,0
31851,42,Non-Private,32546,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,7430,0,40,US,1
37437,22,Private,188300,9,Non-Married,Other,Non-Husband,White,Female,0,0,28,US,0
28640,51,Private,312477,10,Married,Other,Husband,White,Male,3908,0,40,US,0
47081,41,Non-Private,167081,14,Married,Managerial-Specialist,Husband,White,Male,0,2415,55,US,1
26177,62,Private,311495,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
392,46,Non-Private,277946,12,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
6950,38,Private,107630,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
3892,39,Private,191807,9,Married,Other,Husband,White,Male,15024,0,50,US,1
19791,47,Non-Private,81654,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,56,US,1
5834,58,Private,209423,2,Married,Other,Husband,White,Male,0,0,38,Non-US,0
46640,40,Private,190292,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
6296,22,Private,184779,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
10665,24,Private,194654,9,Married,Other,Husband,White,Male,0,0,40,US,0
276,44,Private,170924,10,Married,Other,Husband,White,Male,7298,0,40,US,1
42571,66,Private,172646,3,Married,Other,Husband,White,Male,1173,0,12,US,0
26811,48,Private,43206,15,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
13734,27,Private,220754,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,70,US,0
37817,18,Private,104704,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,25,US,0
25369,41,Non-Private,375574,10,Married,Other,Husband,White,Male,0,0,60,Non-US,1
41206,28,Non-Private,198201,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
15577,40,Non-Private,63042,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
7153,20,Private,197496,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
7064,56,Non-Private,233312,14,Married,Other,Husband,White,Male,0,0,50,US,1
23401,26,Private,459548,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,Non-US,0
44544,31,Private,117659,7,Married,Other,Husband,White,Male,0,0,40,US,1
9542,47,Private,145886,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
17400,51,Private,441637,9,Married,Other,Husband,White,Male,0,0,40,US,0
22611,38,Private,111499,15,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
24538,32,Private,217304,13,Non-Married,Other,Non-Husband,Non-White,Male,0,0,30,US,0
23987,40,Private,107433,13,Married,Managerial-Specialist,Husband,White,Male,0,1977,50,US,1
30440,46,Non-Private,192323,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
7671,47,Private,30840,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
21523,52,Non-Private,89041,14,Married,Managerial-Specialist,Husband,White,Male,15024,0,60,US,1
26575,45,Private,104521,10,Married,Other,Husband,White,Male,0,0,40,US,0
44887,33,Private,182714,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
12404,20,Private,112847,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
37361,31,Private,162623,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
42841,21,Private,300445,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
29565,20,Private,177287,9,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
8731,26,Private,141824,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
34357,24,Non-Private,137300,9,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
3428,46,Non-Private,284799,10,Married,Other,Husband,White,Male,0,0,60,US,0
26261,34,Private,73161,9,Married,Other,Husband,White,Male,0,0,40,US,1
1701,18,Private,46247,10,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
23552,70,Non-Private,247383,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
17431,21,Non-Private,99199,9,Married,Other,Husband,White,Male,0,0,40,US,0
13601,24,Private,89154,5,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
21325,43,Private,397280,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,1
7916,28,Private,142764,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,48,US,0
22765,60,Non-Private,95490,9,Married,Other,Husband,White,Male,0,0,45,US,0
22976,58,Private,97634,3,Married,Other,Husband,White,Male,0,0,40,US,0
26598,23,Private,87569,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
33977,18,Private,183011,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,15,Non-US,0
1167,22,Private,131573,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,8,US,0
37935,28,Private,134890,9,Married,Other,Husband,White,Male,0,0,40,US,1
30464,21,Private,138816,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,20,US,0
33792,35,Private,51700,9,Married,Other,Husband,White,Male,0,0,40,US,0
44549,44,Private,57600,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
46103,56,Private,71388,5,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
11028,48,Non-Private,115497,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
3074,20,Private,337639,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
18597,59,Non-Private,190541,9,Married,Other,Husband,White,Male,0,0,40,US,1
15049,27,Non-Private,113870,14,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
11933,43,Non-Private,56063,13,Married,Other,Husband,White,Male,0,0,60,US,0
22526,38,Private,171150,12,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
12472,24,Private,201603,9,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
31595,27,Private,278617,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
22705,39,Private,210626,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
29646,37,Non-Private,173780,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
20723,46,Private,185385,9,Married,Other,Husband,White,Male,0,0,65,US,1
12287,29,Private,142760,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
42978,20,Private,257470,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
35517,56,Private,197577,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
4883,26,Private,282304,10,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
18209,51,Private,183390,9,Married,Other,Husband,White,Male,0,0,40,US,0
45796,19,Private,38925,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
27071,35,Private,160120,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,50,US,1
14151,33,Non-Private,98145,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,30,US,0
23436,50,Private,160572,9,Married,Managerial-Specialist,Husband,White,Male,3137,0,47,US,0
20354,21,Non-Private,184678,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
39976,24,Private,194891,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
25942,38,Private,299810,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
13349,56,Private,146326,9,Married,Other,Husband,White,Male,0,0,50,US,0
45375,45,Non-Private,48553,10,Married,Other,Husband,White,Male,0,0,60,US,0
39303,41,Private,160893,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
17890,34,Private,324254,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
17464,70,Non-Private,188260,9,Married,Managerial-Specialist,Husband,White,Male,0,0,16,US,0
10610,38,Non-Private,216924,11,Married,Other,Husband,White,Male,0,0,40,US,0
47985,47,Non-Private,139268,4,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
34727,43,Non-Private,451019,13,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
23146,28,Private,36601,10,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
37237,56,Private,146391,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
45919,33,Non-Private,141118,15,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,1
33509,57,Private,453233,6,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,55,US,0
29655,48,Non-Private,36020,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
30252,33,Private,158688,10,Married,Other,Husband,White,Male,0,0,40,US,0
3936,46,Non-Private,295791,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
19646,27,Private,38918,9,Non-Married,Other,Non-Husband,White,Male,0,1876,75,US,0
24181,32,Non-Private,34572,9,Non-Married,Other,Non-Husband,White,Male,0,0,65,US,0
33728,45,Non-Private,53540,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,16,US,0
15681,50,Private,124094,9,Married,Other,Husband,White,Male,0,0,40,Non-US,0
40534,25,Private,67240,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,35,US,0
44007,29,Private,78261,9,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,0
44574,55,Private,342121,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,54,US,0
44471,36,Non-Private,176289,16,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
8637,25,Private,182227,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
38079,60,Private,167978,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
42005,18,Private,195318,7,Non-Married,Other,Non-Husband,White,Male,0,0,23,US,0
32060,57,Non-Private,50990,9,Married,Other,Husband,White,Male,0,0,30,US,0
39851,19,Private,39026,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
43666,69,Private,295425,12,Married,Managerial-Specialist,Husband,White,Male,0,0,24,US,0
13780,24,Private,197757,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
17658,43,Non-Private,438427,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
36150,64,Private,29559,9,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
2107,26,Private,211265,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,35,Non-US,0
1883,27,Non-Private,508336,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,48,US,0
16535,26,Private,131777,13,Married,Other,Husband,White,Male,0,2002,40,US,0
4029,44,Non-Private,103643,9,Married,Managerial-Specialist,Husband,White,Male,5013,0,60,Non-US,0
18628,41,Private,283116,9,Non-Married,Other,Non-Husband,White,Female,1506,0,50,US,0
11740,49,Private,177426,9,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
47832,50,Private,49340,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
1411,43,Non-Private,196945,9,Married,Other,Husband,Non-White,Male,0,0,78,Non-US,0
32811,21,Private,99970,10,Non-Married,Other,Non-Husband,White,Male,0,0,15,US,0
3928,36,Private,250791,9,Married,Other,Husband,White,Male,0,0,48,US,0
19184,19,Private,247679,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
29369,62,Private,91433,6,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
42264,31,Private,36222,9,Non-Married,Other,Non-Husband,White,Male,0,0,65,US,0
34068,53,Private,110747,9,Married,Other,Husband,White,Male,0,0,40,US,0
48518,42,Private,149546,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
6683,25,Private,279667,6,Married,Other,Husband,White,Male,0,0,45,US,0
6524,49,Non-Private,362795,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,99999,0,80,Non-US,1
22198,43,Private,151089,10,Married,Other,Husband,White,Male,0,0,50,US,0
5733,34,Non-Private,353881,9,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
8843,46,Private,231515,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,47,Non-US,0
28508,35,Private,117381,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
46068,41,Non-Private,140108,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,30,US,0
41342,52,Private,231865,9,Married,Managerial-Specialist,Husband,White,Male,0,0,46,US,0
11724,37,Non-Private,194630,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
17528,53,Private,283320,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
40756,59,Non-Private,221417,9,Married,Other,Husband,White,Male,0,0,40,US,1
38681,26,Private,331861,13,Non-Married,Other,Non-Husband,White,Male,0,0,50,Non-US,0
47869,37,Private,194668,10,Married,Other,Husband,White,Male,0,0,45,US,1
28339,44,Private,83237,13,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
34683,52,Private,91447,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,2205,8,US,0
4040,38,Non-Private,220421,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
37379,38,Private,194809,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
26685,33,Non-Private,111994,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
18715,28,Private,105817,7,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
14050,25,Private,273876,13,Non-Married,Other,Non-Husband,White,Male,0,0,65,US,0
31235,27,Non-Private,174163,10,Married,Other,Non-Husband,White,Female,0,0,40,US,1
48455,23,Private,335439,13,Non-Married,Other,Non-Husband,White,Female,0,1741,50,US,0
35949,59,Private,140363,9,Married,Other,Husband,White,Male,0,0,42,US,1
15862,21,Private,265148,9,Non-Married,Other,Non-Husband,White,Male,0,0,38,Non-US,0
27346,41,Private,242089,14,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
46769,18,Private,348533,9,Non-Married,Other,Non-Husband,White,Female,0,0,3,US,0
46220,17,Private,159771,6,Non-Married,Other,Non-Husband,Non-White,Male,0,0,6,Non-US,0
1247,49,Private,148995,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
26920,41,Non-Private,207685,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
34461,30,Private,427541,9,Non-Married,Other,Non-Husband,Non-White,Female,99999,0,40,US,1
38863,32,Private,267458,12,Married,Other,Husband,White,Male,0,0,40,US,0
10873,42,Non-Private,137232,9,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
16575,22,Private,242912,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
4404,47,Private,368561,10,Married,Other,Husband,White,Male,0,0,40,US,1
21584,30,Private,197558,9,Married,Other,Husband,White,Male,0,0,40,US,0
44234,29,Private,251170,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
27924,42,Private,198619,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
15802,44,Non-Private,263871,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
6944,44,Private,199191,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
38716,33,Non-Private,287372,10,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
42946,49,Non-Private,106169,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
47132,24,Private,255575,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
8946,51,Private,145166,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
43606,22,Private,225515,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
487,59,Non-Private,286967,9,Married,Other,Husband,White,Male,0,0,45,US,0
39298,28,Private,159109,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
4392,34,Private,82623,9,Married,Other,Husband,White,Male,0,0,20,US,0
17338,32,Private,245378,9,Married,Other,Husband,White,Male,0,0,60,US,0
48582,61,Non-Private,151369,14,Married,Managerial-Specialist,Husband,White,Male,99999,0,30,US,1
23003,30,Private,169186,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
37881,20,Private,283731,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
1452,17,Private,333100,6,Non-Married,Other,Non-Husband,White,Male,1055,0,30,US,0
